id,customer_name,sentiment,csat_score,call_timestamp,Call_Day,reason,city,state,channel,response_time,call_duration_in_minutes,call_center
ADJ-83296429-r-777675-Lp,"Leroy Shallo","Very Positive",0,10-08-2020,8,"Billing Question",Philadelphia,Pennsylvania,Chatbot,"Within SLA",45,"Los Angeles/CA"
ADK-01603771-H-849188-f0,"Lynsey Jacobbe",Neutral,0,10-10-2020,10,"Billing Question",Minneapolis,Minnesota,Web,"Within SLA",44,"Los Angeles/CA"
ADK-73015633-e-759286-IZ,"Welsh Vennart","Very Positive",0,10-06-2020,6,"Billing Question","Fort Lauderdale",Florida,Chatbot,"Below SLA",29,"Los Angeles/CA"
ADL-19198960-J-599511-az,"Vladamir Cremer","Very Negative",0,10-08-2020,8,"Billing Question",Knoxville,Tennessee,Call-Center,"Within SLA",24,Chicago/IL
ADL-47845173-7-572956-5A,"Glyn Dasent","Very Negative",0,10/19/2020,19,"Billing Question","New Orleans",Louisiana,Call-Center,"Above SLA",29,Baltimore/MD
ADM-66230424-f-920931-HG,"Glori Schaffel",Neutral,5,10/27/2020,27,"Billing Question","New Hyde Park","New York",Chatbot,"Within SLA",14,Chicago/IL
ADN-22075986-Q-809913-9j,"Adelina Rawling","Very Negative",1,10/23/2020,23,"Billing Question",Cincinnati,Ohio,Web,"Within SLA",24,"Los Angeles/CA"
ADN-27367985-q-844674-27,"Robin Hungerford",Neutral,0,10-10-2020,10,"Billing Question",Bakersfield,California,Call-Center,"Within SLA",24,Baltimore/MD
ADN-52338882-b-912477-9y,"Ogdan De Metz",Neutral,0,10/23/2020,23,"Billing Question",Minneapolis,Minnesota,Chatbot,"Within SLA",44,"Los Angeles/CA"
ADN-93495262-P-403085-qv,"Sinclare Landsborough",Negative,0,10-08-2020,8,"Billing Question",Erie,Pennsylvania,Email,"Below SLA",16,Chicago/IL
ADO-00229174-3-541377-bp,"Jayne Pridgeon",Neutral,0,10-04-2020,4,"Billing Question",Phoenix,Arizona,Email,"Within SLA",28,Denver/CO
ADO-50626427-g-426771-OU,"Janene Dawidowitz",Negative,0,10-03-2020,3,Payments,"Wilkes Barre",Pennsylvania,Call-Center,"Within SLA",30,Baltimore/MD
ADO-62752100-P-790257-Nn,"Eolanda Borrett",Positive,0,10-01-2020,1,Payments,Lafayette,Indiana,Call-Center,"Within SLA",22,Chicago/IL
ADP-11456390-c-968117-qR,"Jarrid Braidwood",Neutral,0,10/14/2020,14,"Billing Question","Ann Arbor",Michigan,Call-Center,"Above SLA",39,Baltimore/MD
ADP-47736125-0-218367-aE,"Harriet Gregersen",Positive,0,10/18/2020,18,"Service Outage",Columbus,Ohio,Chatbot,"Above SLA",19,"Los Angeles/CA"
ADP-62492029-1-366599-AN,"Sharline Ottley",Neutral,5,10-04-2020,4,"Service Outage",Phoenix,Arizona,Web,"Within SLA",7,"Los Angeles/CA"
ADQ-01102459-C-100802-6n,"Keelby Hoggins",Positive,7,10/27/2020,27,"Billing Question",Charleston,"South Carolina",Web,"Within SLA",15,Chicago/IL
ADQ-26875534-W-833106-Pf,"Olivette Woodworth",Neutral,0,10/23/2020,23,"Billing Question","Fort Pierce",Florida,Chatbot,"Within SLA",23,Chicago/IL
ADQ-60951223-W-879730-hD,"Kennedy McCarter",Neutral,0,10-06-2020,6,Payments,Louisville,Kentucky,Call-Center,"Within SLA",37,"Los Angeles/CA"
ADR-26186331-g-025621-g6,"Innis Barrand","Very Negative",1,10-11-2020,11,"Billing Question","New Orleans",Louisiana,Chatbot,"Within SLA",36,Baltimore/MD
ADR-61258105-y-130822-pB,"Clo Diaper","Very Positive",0,10/23/2020,23,"Service Outage",Abilene,Texas,Chatbot,"Within SLA",31,Baltimore/MD
ADS-53199030-B-052642-0q,"Sanford Germaine","Very Positive",0,10-01-2020,1,Payments,"Shawnee Mission",Kansas,Call-Center,"Within SLA",6,Baltimore/MD
ADT-10463929-A-767058-zY,"Virge Faber",Positive,0,10/30/2020,30,"Service Outage",Augusta,Georgia,Chatbot,"Within SLA",38,"Los Angeles/CA"
ADT-49662460-q-151145-Pv,"Darrelle Arnaudot",Neutral,6,10/17/2020,17,Payments,Inglewood,California,Call-Center,"Above SLA",29,Baltimore/MD
ADU-05799168-P-466644-LC,"Winnifred Dofty",Negative,0,10-06-2020,6,"Billing Question",Columbia,"South Carolina",Web,"Above SLA",28,"Los Angeles/CA"
ADU-42681150-W-083842-8Y,"Kelcie Dufton",Neutral,0,10/19/2020,19,"Billing Question",Houston,Texas,Call-Center,"Below SLA",10,"Los Angeles/CA"
ADU-61674289-i-207474-QQ,"Nappy Bonde",Negative,0,10-02-2020,2,"Billing Question",Durham,"North Carolina",Chatbot,"Within SLA",35,Baltimore/MD
ADV-23451765-w-845838-kh,"Roxie Pinchback",Neutral,0,10/23/2020,23,"Billing Question","Oklahoma City",Oklahoma,Email,"Within SLA",29,"Los Angeles/CA"
ADW-70560261-j-720935-0R,"Rayshell Curtin","Very Negative",0,10/17/2020,17,"Billing Question",Phoenix,Arizona,Call-Center,"Within SLA",8,Baltimore/MD
ADW-94940632-k-309232-CY,"Tish Schafer",Neutral,6,10/27/2020,27,Payments,Nashville,Tennessee,Call-Center,"Within SLA",25,Baltimore/MD
ADX-06924715-V-504904-nN,"Livvyy Sherrocks",Negative,0,10/29/2020,29,"Billing Question",Baltimore,Maryland,Email,"Below SLA",17,"Los Angeles/CA"
ADX-29427632-Q-443251-Tr,"Dillie Claessens","Very Positive",0,10/30/2020,30,Payments,Aurora,Colorado,Call-Center,"Below SLA",11,Baltimore/MD
ADY-43753917-3-394136-z4,"Sammy Greening","Very Negative",1,10-07-2020,7,Payments,Salinas,California,Call-Center,"Below SLA",21,"Los Angeles/CA"
ADY-50905197-T-362556-D1,"Yard Coe",Negative,0,10-01-2020,1,"Service Outage",Temple,Texas,Email,"Within SLA",25,Baltimore/MD
ADY-79608592-0-592226-iC,"Christoper Shutle",Neutral,0,10-02-2020,2,"Service Outage",Peoria,Illinois,Email,"Within SLA",31,Chicago/IL
ADY-91463567-s-615634-v5,"Nicolis Colbrun",Negative,0,10-03-2020,3,"Billing Question","Oklahoma City",Oklahoma,Web,"Within SLA",12,"Los Angeles/CA"
ADZ-20624140-y-899608-Gj,"Vin Mander","Very Positive",9,10-10-2020,10,"Billing Question",Honolulu,Hawaii,Web,"Within SLA",7,Baltimore/MD
ADZ-56490816-x-821066-KX,"Liz Hallows",Negative,4,10/19/2020,19,"Billing Question",Elmira,"New York",Email,"Below SLA",7,Baltimore/MD
ADZ-91787233-3-240500-cL,"Benson Gostridge",Neutral,0,10-03-2020,3,"Billing Question","El Paso",Texas,Email,"Within SLA",16,"Los Angeles/CA"
ADZ-92606518-J-557743-oC,"Aline Chadd",Positive,0,10-12-2020,12,"Billing Question",Washington,"District of Columbia",Chatbot,"Above SLA",16,Baltimore/MD
AEA-46457261-W-839108-dq,"Gerri Philp",Neutral,7,10-01-2020,1,"Billing Question",Minneapolis,Minnesota,Web,"Below SLA",17,"Los Angeles/CA"
AEB-43797258-O-351518-lT,"Mackenzie Fergie","Very Negative",1,10/27/2020,27,"Billing Question",Hartford,Connecticut,Web,"Above SLA",26,Baltimore/MD
AEC-00168625-f-418467-H1,"Neila Bicksteth","Very Positive",10,10/26/2020,26,"Billing Question",Ocala,Florida,Call-Center,"Within SLA",32,"Los Angeles/CA"
AEC-02089597-L-649639-hb,"Ginger Kellet",Negative,5,10/13/2020,13,"Service Outage","Saint Louis",Missouri,Web,"Within SLA",38,Baltimore/MD
AEC-49271233-0-862817-OH,"Alfredo Apple","Very Negative",4,10-04-2020,4,"Billing Question",Atlanta,Georgia,Email,"Within SLA",33,Chicago/IL
AEC-75036859-k-280749-uv,"Dee dee Dodworth",Negative,3,10-03-2020,3,Payments,Jacksonville,Florida,Call-Center,"Below SLA",30,Baltimore/MD
AEC-84032737-o-188133-4i,"Pattin Cheshire",Neutral,5,10-12-2020,12,"Billing Question",Honolulu,Hawaii,Email,"Within SLA",12,"Los Angeles/CA"
AED-56501249-l-944128-FI,"Emilia Towndrow","Very Positive",9,10/26/2020,26,Payments,Brooklyn,"New York",Call-Center,"Within SLA",29,"Los Angeles/CA"
AED-99008046-h-766475-5l,"Cosetta Scoullar","Very Negative",0,10/27/2020,27,"Billing Question",Anniston,Alabama,Email,"Above SLA",32,Chicago/IL
AEE-06933611-i-304319-Ne,"Torr Barlow",Negative,0,10/23/2020,23,"Service Outage",Spartanburg,"South Carolina",Email,"Above SLA",8,"Los Angeles/CA"
AEE-50328652-I-593860-Tg,"Dixie Salle",Neutral,6,10-02-2020,2,"Billing Question",Jackson,Mississippi,Chatbot,"Below SLA",18,Baltimore/MD
AEE-50514765-Q-189865-xt,"Dedie Strange",Neutral,0,10/13/2020,13,"Billing Question",Spokane,Washington,Web,"Within SLA",33,Chicago/IL
AEE-57875108-O-361548-0X,"Teddie Culpan",Negative,6,10-12-2020,12,"Billing Question","New York City","New York",Call-Center,"Within SLA",41,Baltimore/MD
AEE-82839952-T-440486-9k,"Amil Walczynski","Very Negative",2,10-11-2020,11,"Service Outage","San Antonio",Texas,Email,"Below SLA",19,"Los Angeles/CA"
AEE-98156740-u-209777-j8,"Meggy Rubie",Negative,5,10/19/2020,19,"Billing Question","Saint Paul",Minnesota,Web,"Within SLA",18,Baltimore/MD
AEF-61893335-8-713447-Jw,"Beaufort Kedward",Positive,9,10-03-2020,3,"Service Outage","El Paso",Texas,Chatbot,"Above SLA",39,"Los Angeles/CA"
AEF-91897993-a-514853-If,"Carmelita Jeannin","Very Negative",0,10/22/2020,22,"Billing Question",Washington,"District of Columbia",Chatbot,"Below SLA",6,Chicago/IL
AEG-44562797-2-350919-eJ,"Latashia Marion","Very Positive",10,10/16/2020,16,"Billing Question",Peoria,Illinois,Call-Center,"Within SLA",19,Denver/CO
AEG-66489281-u-107618-q4,"Austina Rosenkranc",Neutral,8,10/28/2020,28,"Billing Question",Lima,Ohio,Email,"Within SLA",36,"Los Angeles/CA"
AEG-87706830-c-434597-nN,"Darrin Tomaszewicz",Negative,0,10-09-2020,9,"Billing Question","West Palm Beach",Florida,Call-Center,"Within SLA",37,"Los Angeles/CA"
AEH-07318546-S-823879-OE,"Shanna Switsur",Negative,0,10/15/2020,15,"Billing Question",Fresno,California,Call-Center,"Within SLA",8,Chicago/IL
AEH-75038080-t-430792-YT,"Trever Winspear",Neutral,8,10/28/2020,28,"Billing Question",Fargo,"North Dakota",Web,"Within SLA",6,Baltimore/MD
AEI-00763993-O-476027-EK,"Ketti Agronski","Very Negative",1,10/15/2020,15,Payments,"Winston Salem","North Carolina",Call-Center,"Above SLA",25,"Los Angeles/CA"
AEI-43024059-j-273938-4x,"Tod Righy",Neutral,0,10-01-2020,1,"Billing Question","San Francisco",California,Call-Center,"Within SLA",10,Baltimore/MD
AEI-49671564-j-546620-d4,"Filberto Hassett",Neutral,0,10-04-2020,4,"Billing Question",Atlanta,Georgia,Chatbot,"Within SLA",17,Chicago/IL
AEI-58369400-k-366035-FP,"Arlee Gracewood","Very Negative",4,10-04-2020,4,"Billing Question",Tucson,Arizona,Web,"Above SLA",24,Chicago/IL
AEJ-59414806-w-969268-Tj,"Marcelle Birdwhistell",Positive,0,10/19/2020,19,"Billing Question",Lexington,Kentucky,Web,"Below SLA",40,"Los Angeles/CA"
AEJ-83479940-N-569382-tX,"Yolane Leppingwell","Very Positive",0,10/29/2020,29,"Billing Question",Austin,Texas,Web,"Within SLA",27,Baltimore/MD
AEJ-91520410-r-380913-8r,"Edita Estable",Neutral,0,10/30/2020,30,"Billing Question",Charlotte,"North Carolina",Email,"Below SLA",8,Chicago/IL
AEK-67451561-9-093115-xm,"Goldina Medlar",Negative,5,10-11-2020,11,"Billing Question",Cleveland,Ohio,Web,"Within SLA",5,"Los Angeles/CA"
AEK-94443758-B-071005-7o,"Laurice Vasyagin",Positive,0,10/27/2020,27,"Billing Question",Seminole,Florida,Chatbot,"Within SLA",31,"Los Angeles/CA"
AEN-11654157-b-673306-MS,"Gayel Gyles",Negative,0,10/14/2020,14,Payments,"White Plains","New York",Call-Center,"Below SLA",20,"Los Angeles/CA"
AEN-49354435-l-028442-aJ,"Leonie Simeons",Negative,0,10-04-2020,4,"Service Outage",Washington,"District of Columbia",Chatbot,"Below SLA",23,Baltimore/MD
AEO-39110215-U-229251-L4,"Adena Hughman",Negative,0,10-10-2020,10,"Billing Question",Fresno,California,Call-Center,"Within SLA",5,Denver/CO
AEO-68156385-D-345696-zN,"Clemmy Alvey",Neutral,0,10-07-2020,7,Payments,Cleveland,Ohio,Call-Center,"Within SLA",38,Denver/CO
AEP-51959850-K-876032-uj,"Tiena Ternault",Negative,6,10-10-2020,10,"Billing Question",Richmond,Virginia,Email,"Within SLA",37,Chicago/IL
AEP-60017336-8-343884-Al,"Kerrie Powlesland","Very Negative",2,10/24/2020,24,"Billing Question",Mobile,Alabama,Web,"Within SLA",43,Denver/CO
AEQ-03358892-c-197371-Jo,"Grenville McCool",Negative,0,10/30/2020,30,"Billing Question","Kansas City",Missouri,Email,"Within SLA",19,"Los Angeles/CA"
AEQ-92763061-a-310376-PC,"Lissie Ashpole",Negative,0,10/29/2020,29,"Service Outage",Pensacola,Florida,Chatbot,"Above SLA",19,"Los Angeles/CA"
AES-10431644-I-117868-cw,"Karol Hassall",Negative,0,10-12-2020,12,"Billing Question","New Orleans",Louisiana,Web,"Above SLA",7,Denver/CO
AES-28631689-m-213281-US,"Verile Strut",Negative,0,10/20/2020,20,Payments,Richmond,California,Call-Center,"Below SLA",41,Baltimore/MD
AET-23997205-g-213302-eQ,"Guilbert Trundell","Very Negative",4,10-12-2020,12,"Service Outage",Glendale,Arizona,Email,"Within SLA",32,Chicago/IL
AET-47639934-U-808176-V0,"Mariska L'Homme",Positive,0,10-01-2020,1,"Billing Question",Portland,Oregon,Call-Center,"Below SLA",45,Baltimore/MD
AET-57003095-s-558723-z5,"Ode Lomasny",Neutral,5,10/20/2020,20,"Billing Question",Manchester,"New Hampshire",Email,"Above SLA",5,Baltimore/MD
AET-83208612-X-432749-KM,"Rianon Local",Positive,8,10-05-2020,5,"Billing Question",Washington,"District of Columbia",Chatbot,"Below SLA",44,Baltimore/MD
AET-86134590-K-960606-pr,"Darnall Bulpitt",Neutral,0,10-01-2020,1,"Billing Question",Biloxi,Mississippi,Call-Center,"Within SLA",35,Chicago/IL
AEU-51951105-v-000900-rx,"Chicky Gurys",Positive,9,10-10-2020,10,Payments,Atlanta,Georgia,Call-Center,"Within SLA",27,"Los Angeles/CA"
AEU-56094449-l-531222-4J,"Kippy Doige","Very Positive",0,10/25/2020,25,"Billing Question",Tacoma,Washington,Call-Center,"Above SLA",35,"Los Angeles/CA"
AEU-72765141-h-786051-KQ,"Tommy Spadoni",Positive,0,10-08-2020,8,"Billing Question","Little Rock",Arkansas,Call-Center,"Within SLA",43,Chicago/IL
AEU-80520881-g-818421-bz,"Nobie Palliser",Negative,3,10/27/2020,27,Payments,Peoria,Illinois,Call-Center,"Within SLA",43,"Los Angeles/CA"
AEV-68600772-I-743248-7I,"Meggi Groger",Negative,0,10-08-2020,8,"Billing Question",Louisville,Kentucky,Chatbot,"Within SLA",19,Chicago/IL
AEW-07227468-b-005377-mr,"Neely Giraudou",Negative,0,10/26/2020,26,Payments,Philadelphia,Pennsylvania,Call-Center,"Within SLA",33,"Los Angeles/CA"
AEW-17661680-W-363946-QR,"Elle Akroyd",Negative,0,10/22/2020,22,"Billing Question","Des Moines",Iowa,Call-Center,"Within SLA",39,Baltimore/MD
AEW-19408750-v-994309-Gq,"Cris Bottrill",Negative,0,10/13/2020,13,"Service Outage",Roanoke,Virginia,Chatbot,"Within SLA",20,Baltimore/MD
AEW-97058330-P-033180-y1,"Mikkel Lathwood",Neutral,0,10/18/2020,18,"Billing Question","El Paso",Texas,Web,"Below SLA",12,"Los Angeles/CA"
AEX-93189997-h-770586-zo,"Marybelle Syddall","Very Negative",0,10-11-2020,11,"Service Outage",Denver,Colorado,Email,"Below SLA",6,"Los Angeles/CA"
AEY-56174170-8-929904-uy,"Mel Emloch","Very Negative",2,10/21/2020,21,"Billing Question","Sioux Falls","South Dakota",Chatbot,"Within SLA",36,"Los Angeles/CA"
AEZ-16828836-P-538867-Nr,"Kathye McManus","Very Negative",2,10/17/2020,17,"Billing Question","New York City","New York",Email,"Below SLA",41,"Los Angeles/CA"
AEZ-26390646-Z-813895-wN,"Andrey Vasin","Very Negative",4,10-12-2020,12,Payments,Philadelphia,Pennsylvania,Call-Center,"Within SLA",18,"Los Angeles/CA"
AFA-05337289-b-902643-d9,"Marshal Fevers","Very Positive",0,10-12-2020,12,"Billing Question",Dearborn,Michigan,Chatbot,"Within SLA",36,"Los Angeles/CA"
AFA-91338253-X-544902-Wc,"Wylma Ragsdall",Negative,5,10/13/2020,13,"Billing Question",Fresno,California,Chatbot,"Within SLA",21,"Los Angeles/CA"
AFA-92102231-t-302932-vx,"Gabbey Howgego","Very Negative",3,10-07-2020,7,"Billing Question",Pittsburgh,Pennsylvania,Email,"Within SLA",17,Denver/CO
AFB-68346999-V-269925-aG,"Hewe Ivashov",Neutral,0,10-11-2020,11,"Billing Question","Cape Coral",Florida,Chatbot,"Below SLA",39,Chicago/IL
AFC-31217439-X-580261-rc,"Sisile Glauber",Negative,0,10/26/2020,26,"Billing Question",Houston,Texas,Email,"Within SLA",38,Chicago/IL
AFC-31287647-f-618830-JN,"Xenos Bedder",Positive,8,10/22/2020,22,"Billing Question","Mount Vernon","New York",Email,"Below SLA",6,Denver/CO
AFC-80065421-9-839898-WE,"Idalia Nunnerley",Neutral,8,10/20/2020,20,"Billing Question","Los Angeles",California,Web,"Above SLA",39,"Los Angeles/CA"
AFC-82594035-Z-895450-mN,"Cookie Kitchaside",Negative,0,10/13/2020,13,Payments,"Saint Louis",Missouri,Call-Center,"Within SLA",23,Baltimore/MD
AFD-11141484-W-051415-9p,"Aggi Restall",Negative,0,10/28/2020,28,Payments,Cleveland,Ohio,Call-Center,"Within SLA",29,Chicago/IL
AFE-41091645-h-786610-T4,"Alanna McCoish","Very Negative",0,10/20/2020,20,"Billing Question","Saint Petersburg",Florida,Chatbot,"Below SLA",34,"Los Angeles/CA"
AFG-03600245-i-579535-w8,"Riccardo Boribal",Negative,4,10-12-2020,12,"Service Outage","Saint Paul",Minnesota,Web,"Above SLA",38,Baltimore/MD
AFH-55414603-N-936348-Ze,"Teriann Ault",Positive,0,10/30/2020,30,"Billing Question",Mobile,Alabama,Chatbot,"Within SLA",28,"Los Angeles/CA"
AFH-78384686-u-607805-lP,"Agna Phelipeau",Negative,0,10-03-2020,3,"Billing Question",Helena,Montana,Call-Center,"Within SLA",27,Baltimore/MD
AFH-79421058-K-489503-L4,"Lind Desforges","Very Negative",0,10-03-2020,3,"Billing Question",Atlanta,Georgia,Web,"Within SLA",41,"Los Angeles/CA"
AFJ-01933444-Z-864542-eN,"Anatol Pallant",Neutral,0,10/21/2020,21,"Service Outage",Philadelphia,Pennsylvania,Chatbot,"Below SLA",15,Denver/CO
AFK-82321802-R-686842-Rz,"Jarid Ranscombe",Negative,0,10/17/2020,17,Payments,Pittsburgh,Pennsylvania,Call-Center,"Within SLA",12,Baltimore/MD
AFK-82624786-V-540921-oJ,"Edgard Eggleton",Negative,0,10/14/2020,14,"Billing Question",Boston,Massachusetts,Call-Center,"Below SLA",23,"Los Angeles/CA"
AFL-01987733-n-720106-6j,"Abbey Husselbee","Very Negative",4,10/17/2020,17,"Billing Question","Baton Rouge",Louisiana,Chatbot,"Within SLA",9,Baltimore/MD
AFL-05345176-5-893094-Xk,"Aleksandr Cabane",Negative,0,10/17/2020,17,"Service Outage",Fresno,California,Email,"Above SLA",30,"Los Angeles/CA"
AFL-18902859-Y-125437-DE,"Zora Idill",Negative,0,10/14/2020,14,"Service Outage",Bloomington,Indiana,Chatbot,"Above SLA",5,Baltimore/MD
AFL-24900389-M-679688-aX,"Merrile Murford","Very Negative",0,10-10-2020,10,"Billing Question","San Jose",California,Web,"Within SLA",44,Baltimore/MD
AFM-63308157-T-890343-Pp,"Fredric Guthrum",Negative,4,10-08-2020,8,"Billing Question",Honolulu,Hawaii,Call-Center,"Below SLA",43,Chicago/IL
AFM-93941306-0-604478-C0,"Lyndsie Dysart",Negative,0,10/27/2020,27,"Billing Question","Oklahoma City",Oklahoma,Web,"Within SLA",44,"Los Angeles/CA"
AFN-06613393-q-866019-bf,"Chase Dachs",Negative,0,10-04-2020,4,"Billing Question",Mansfield,Ohio,Email,"Above SLA",35,"Los Angeles/CA"
AFP-36710915-H-444891-y2,"Mariette Balaisot",Neutral,0,10/24/2020,24,"Billing Question",Washington,"District of Columbia",Web,"Within SLA",15,"Los Angeles/CA"
AFQ-21180836-l-202073-p4,"Prince Trewartha","Very Positive",9,10/13/2020,13,"Billing Question",Jamaica,"New York",Chatbot,"Within SLA",45,Baltimore/MD
AFR-21906968-w-117533-n8,"Kirk Jencey",Positive,0,10/26/2020,26,Payments,Honolulu,Hawaii,Call-Center,"Within SLA",42,"Los Angeles/CA"
AFR-23286100-D-097378-Rj,"Marcela Juliano",Positive,0,10/13/2020,13,"Service Outage",Tacoma,Washington,Chatbot,"Within SLA",27,"Los Angeles/CA"
AFR-42691883-n-152608-m8,"Ricki Escoffier",Neutral,0,10/28/2020,28,"Billing Question",Oakland,California,Web,"Below SLA",39,"Los Angeles/CA"
AFS-30574981-P-254595-bN,"Leonardo Ryrie","Very Negative",0,10/17/2020,17,"Billing Question",Flint,Michigan,Email,"Within SLA",38,"Los Angeles/CA"
AFS-32490539-G-101963-5W,"Vidovic Craighead","Very Negative",2,10-02-2020,2,"Service Outage",Seattle,Washington,Chatbot,"Within SLA",33,Baltimore/MD
AFS-64505936-x-634559-yT,"Billye Downing",Neutral,5,10/15/2020,15,"Billing Question","Silver Spring",Maryland,Call-Center,"Within SLA",26,Baltimore/MD
AFU-01940145-5-366819-Xx,"Rogers Limpertz","Very Negative",0,10/29/2020,29,Payments,"Oklahoma City",Oklahoma,Call-Center,"Above SLA",5,Baltimore/MD
AFV-42977703-L-700374-iF,"Edna Beneyto",Negative,0,10/29/2020,29,"Billing Question",Baltimore,Maryland,Call-Center,"Within SLA",38,Baltimore/MD
AFV-62146363-W-354516-Cn,"Meridel Blundin",Neutral,7,10/13/2020,13,"Billing Question",Jamaica,"New York",Web,"Within SLA",10,Baltimore/MD
AFW-57728092-4-132222-LS,"Riccardo Stock",Negative,0,10-04-2020,4,"Billing Question","El Paso",Texas,Call-Center,"Within SLA",21,Denver/CO
AFW-71280595-k-397518-Yx,"Joelle Krzyzowski",Neutral,0,10-07-2020,7,"Billing Question",Vancouver,Washington,Web,"Within SLA",20,Baltimore/MD
AFX-00514708-l-344109-rs,"Sayres Clemes","Very Negative",4,10/22/2020,22,"Billing Question",Loretto,Minnesota,Call-Center,"Within SLA",36,Denver/CO
AFX-78064525-3-508223-il,"Xaviera Whickman","Very Negative",0,10/14/2020,14,"Billing Question","New York City","New York",Web,"Above SLA",40,"Los Angeles/CA"
AFX-95708400-G-635254-A7,"Camella Birtwhistle",Neutral,0,10/28/2020,28,"Billing Question","New York City","New York",Call-Center,"Above SLA",45,"Los Angeles/CA"
AFY-15368899-U-530480-f1,"Mufi Chate",Neutral,0,10/28/2020,28,"Billing Question",Waltham,Massachusetts,Call-Center,"Within SLA",37,"Los Angeles/CA"
AFY-28083248-I-265230-MT,"Lucie Genike","Very Negative",0,10-04-2020,4,"Billing Question","El Paso",Texas,Chatbot,"Below SLA",31,Chicago/IL
AFY-87841666-w-793023-ev,"Danyette Rosenshine",Neutral,6,10/23/2020,23,"Billing Question","Kansas City",Kansas,Email,"Within SLA",36,Denver/CO
AGA-09317571-s-449599-S8,"Lucina Duplock",Neutral,6,10/15/2020,15,"Billing Question",Louisville,Kentucky,Call-Center,"Within SLA",41,Baltimore/MD
AGA-38136146-i-465445-Yv,"Natale Venn",Neutral,6,10-01-2020,1,"Billing Question",Evansville,Indiana,Email,"Within SLA",13,Baltimore/MD
AGB-03442335-j-756459-DM,"Madison Lacknor",Neutral,6,10/30/2020,30,Payments,"Las Vegas",Nevada,Call-Center,"Within SLA",42,Baltimore/MD
AGB-90847640-T-344401-6X,"Madlen Stannus",Positive,9,10-05-2020,5,Payments,Petaluma,California,Call-Center,"Below SLA",32,"Los Angeles/CA"
